1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
79979899580108507236571229156014685178477422285968 79979899580108507236571229156014685178477422284748 79979899580108507236571229156014685178477422342319 79979899580108507236571229156014685178477419634798 79979899580108507236571229156014685178477546945293 79979899580108507236571229156014685178471560700020 79979899580108507236571229156014685178753038888211 79979899580108507236571229156014685165517702456074 79979899580108507236571229156014685787854131370169 79979899580108507236571229156014656525082252576224 79979899580108507236571229156016032484737264977631 79979899580108507236571229155951333727556512399798 79979899580108507236571229158993522621311726251781 79979899580108507236571229015947293163895765320076 79979899580108507236571235742098915105280233078571 79979899580108507236570919472905291845628591460706 79979899580108507236585790711089814976058558295889 79979899580108507235886532833307834513001286213944 79979899580108507268766214644136046074274210078583 79979899580108505722736473212503252028970652365070 79979899580108578418329305987365933054034652696477 79979899580105160211631409625308491726519867195620 79979899580265887108190615473359481995272016150467 79979899572708375944968121084256745911963460178106 79979899928068780488044743689430138644260184748009 79979883218729635671840373174522740959800167850128 79980668905629715284919301908585885595203724517391 79943725259947101905478795426126143512559306715238 81680845932551138787530672854305221813573245653045 60 79979899580108507236571229156014685178477422285938 79979899580108507236571229156014685178477422285937 79979899580108507236571229156014685178477422285936 79979899580108507236571229156014685178477422285935 79979899580108507236571229156014685178477422285934 79979899580108507236571229156014685178477422285933 79979899580108507236571229156014685178477422285932 79979899580108507236571229156014685178477422285931 79979899580108507236571229156014685178477422285930 79979899580108507236571229156014685178477422285929 79979899580108507236571229156014685178477422285928 79979899580108507236571229156014685178477422285927 79979899580108507236571229156014685178477422285926 79979899580108507236571229156014685178477422285925 79979899580108507236571229156014685178477422285924 79979899580108507236571229156014685178477422285923 79979899580108507236571229156014685178477422285922 79979899580108507236571229156014685178477422285921 79979899580108507236571229156014685178477422285920 
3760720805602237647328329838694621276694560946777097 3760720805602237647328329838694621276694560946778317 3760720805602237647328329838694621276694560946720746 3760720805602237647328329838694621276694560949428267 3760720805602237647328329838694621276694560822117772 3760720805602237647328329838694621276694566808363045 3760720805602237647328329838694621276694285330174854 3760720805602237647328329838694621276707520666606991 3760720805602237647328329838694621276085184237692896 3760720805602237647328329838694621305347956116486841 3760720805602237647328329838694619929388301104085434 3760720805602237647328329838694684628145481856663267 3760720805602237647328329838691642439251726642811284 3760720805602237647328329838834688668709142603742989 3760720805602237647328329832108537046767758135984494 3760720805602237647328330148377730670027409777602359 3760720805602237647328315277139546146896979810767176 3760720805602237647329014535017328127360037082849121 3760720805602237647296134853206499915798764158984482 3760720805602237648842164594638132709844067716697995 3760720805602237576146571761863270028819003716366588 3760720805602240994353269658225327470146518501867445 3760720805602080267456710452377276479877766352912598 3760720805609637778619932946766379215961074908884959 3760720805254277374076856324161205823228778184315056 3760720821963616518893060694676113220913238201212937 3760720036276716439279981765942050076277834644545674 3760756979922399052659422272424509818360479062347827 3759019859249795015777370394996330740059465123410020 3840700705182346154564901067850635961873038369063005 62 3760720805602237647328329838694621276694560946777128 3760720805602237647328329838694621276694560946777129 3760720805602237647328329838694621276694560946777130 3760720805602237647328329838694621276694560946777131 3760720805602237647328329838694621276694560946777132 3760720805602237647328329838694621276694560946777133 3760720805602237647328329838694621276694560946777134 3760720805602237647328329838694621276694560946777135 3760720805602237647328329838694621276694560946777136 3760720805602237647328329838694621276694560946777137 3760720805602237647328329838694621276694560946777138 3760720805602237647328329838694621276694560946777139 3760720805602237647328329838694621276694560946777140 3760720805602237647328329838694621276694560946777141 3760720805602237647328329838694621276694560946777142 3760720805602237647328329838694621276694560946777143 3760720805602237647328329838694621276694560946777144 3760720805602237647328329838694621276694560946777145 
176832192237548140124458591579441283616516719821472958 176832192237548140124458591579441283616516719821471738 176832192237548140124458591579441283616516719821529309 176832192237548140124458591579441283616516719818821788 176832192237548140124458591579441283616516719946132283 176832192237548140124458591579441283616516713959887010 176832192237548140124458591579441283616516995438075201 176832192237548140124458591579441283616503760101643064 176832192237548140124458591579441283617126096530557159 176832192237548140124458591579441283587863324651763214 176832192237548140124458591579441284963822979664164621 176832192237548140124458591579441220265065798911586788 176832192237548140124458591579444262453959554125438771 176832192237548140124458591579301216224502138164507066 176832192237548140124458591586027367846443522632265561 176832192237548140124458591269758174223183870990647696 176832192237548140124458606140996358746314300957482879 176832192237548140124457906883118576765851243685400934 176832192237548140124490786564929404977412516609265573 176832192237548140122944756823497772183367213051552060 176832192237548140195640349656272634864392277051883467 176832192237548136777433651759910577423064762266382610 176832192237548297504330210965758628413333514415337457 176832192237540739993166988471369525677250205859365096 176832192237896100397710065093974699069982502583934999 176832192221186761252893860723459791672298042567037118 176832193006873661332506939652193854816933446123704381 176832156063227978719127499145711395074850801705902228 176833893183900582756009551023139574153151815644840035 176752212337968031617222020350285268931338242399187050 180592913043150377771786921418135904893211280768249993 64 176832192237548140124458591579441283616516719821472926 176832192237548140124458591579441283616516719821472925 176832192237548140124458591579441283616516719821472924 176832192237548140124458591579441283616516719821472923 176832192237548140124458591579441283616516719821472922 176832192237548140124458591579441283616516719821472921 176832192237548140124458591579441283616516719821472920 176832192237548140124458591579441283616516719821472919 176832192237548140124458591579441283616516719821472918 176832192237548140124458591579441283616516719821472917 176832192237548140124458591579441283616516719821472916 176832192237548140124458591579441283616516719821472915 176832192237548140124458591579441283616516719821472914 176832192237548140124458591579441283616516719821472913 176832192237548140124458591579441283616516719821472912 176832192237548140124458591579441283616516719821472911 176832192237548140124458591579441283616516719821472910 
8314795441596121852796855044911640867641108037233056819 8314795441596121852796855044911640867641108037233058039 8314795441596121852796855044911640867641108037233000468 8314795441596121852796855044911640867641108037235707989 8314795441596121852796855044911640867641108037108397494 8314795441596121852796855044911640867641108043094642767 8314795441596121852796855044911640867641107761616454576 8314795441596121852796855044911640867641120996952886713 8314795441596121852796855044911640867640498660523972618 8314795441596121852796855044911640867669761432402766563 8314795441596121852796855044911640866293801777390365156 8314795441596121852796855044911640930992558958142942989 8314795441596121852796855044911637888803665202929091006 8314795441596121852796855044911780935033122618890022711 8314795441596121852796855044905054783411181234422264216 8314795441596121852796855045221323977034440886063882081 8314795441596121852796855030350085792511310456097046898 8314795441596121852796855729607963574491773513369128843 8314795441596121852796822849926152746280212240445264204 8314795441596121852798368879667584379074257544002977717 8314795441596121852725673286834809516393232480002646310 8314795441596121856143879984731171573834559994788147167 8314795441596121695416983425525323522844291242639192320 8314795441596129252928146648019712625580374551195164681 8314795441595773892523603571397107452187642254470594778 8314795441612483231668419775767622359585326714487492659 8314795440826796331588806696838888296440691310930825396 8314795477770442014202186137345370756182773955348627549 8314793740649769410165304085467942577104472941409689742 8314875421495701961304091616140796882326286514655342727 8311034720790519615149526715072946246364413476286279784 8491627633833669992921313636491082151257624757054529713 66 8314795441596121852796855044911640867641108037233056852 8314795441596121852796855044911640867641108037233056853 8314795441596121852796855044911640867641108037233056854 8314795441596121852796855044911640867641108037233056855 8314795441596121852796855044911640867641108037233056856 8314795441596121852796855044911640867641108037233056857 8314795441596121852796855044911640867641108037233056858 8314795441596121852796855044911640867641108037233056859 8314795441596121852796855044911640867641108037233056860 8314795441596121852796855044911640867641108037233056861 8314795441596121852796855044911640867641108037233056862 8314795441596121852796855044911640867641108037233056863 8314795441596121852796855044911640867641108037233056864 8314795441596121852796855044911640867641108037233056865 8314795441596121852796855044911640867641108037233056866 8314795441596121852796855044911640867641108037233056867 
390968535540823915954629344461748661525083772264151315692 390968535540823915954629344461748661525083772264151314472 390968535540823915954629344461748661525083772264151372043 390968535540823915954629344461748661525083772264148664522 390968535540823915954629344461748661525083772264275975017 390968535540823915954629344461748661525083772258289729744 390968535540823915954629344461748661525083772539767917935 390968535540823915954629344461748661525083759304431485798 390968535540823915954629344461748661525084381640860399893 390968535540823915954629344461748661525055118868981605948 390968535540823915954629344461748661526431078523994007355 390968535540823915954629344461748661461732321343241429522 390968535540823915954629344461748664503921215098455281505 390968535540823915954629344461748521457691757682494349800 390968535540823915954629344461755247609313699066962108295 390968535540823915954629344461438978415690439415320490430 390968535540823915954629344476310216600213569845287325613 390968535540823915954629343777052338818233106788015243668 390968535540823915954629376656734149646444668060939108307 390968535540823915954627830626992718013650622757381394794 390968535540823915954700526219825492876331647821381726201 390968535540823915951282319521929130818890320306596225344 390968535540823916112009216081134978869880589058745180191 390968535540823908554498052858640589767144505750189207830 390968535540824263914902595935263194940537238046913777733 390968535540807554575757779730892680033139553586896879852 390968535541593241475837392809821414096284188990453547115 390968535504649595793224013369314931636542106346035744962 390968537241770268397260895421192359815620407359974682769 390968455560924335846122107890519505510398593786729029784 390972296261629518192276672791587356146360466825098092727 390791703348586367814504885870169220241467255544329842798 399283330982420037807426199506660302392724880301384372445 68 390968535540823915954629344461748661525083772264151315658 390968535540823915954629344461748661525083772264151315657 390968535540823915954629344461748661525083772264151315656 390968535540823915954629344461748661525083772264151315655 390968535540823915954629344461748661525083772264151315654 390968535540823915954629344461748661525083772264151315653 390968535540823915954629344461748661525083772264151315652 390968535540823915954629344461748661525083772264151315651 390968535540823915954629344461748661525083772264151315650 390968535540823915954629344461748661525083772264151315649 390968535540823915954629344461748661525083772264151315648 390968535540823915954629344461748661525083772264151315647 390968535540823915954629344461748661525083772264151315646 390968535540823915954629344461748661525083772264151315645 390968535540823915954629344461748661525083772264151315644 
18383662816074513982847198887396197191800626709938147249245 18383662816074513982847198887396197191800626709938147250465 18383662816074513982847198887396197191800626709938147192894 18383662816074513982847198887396197191800626709938149900415 18383662816074513982847198887396197191800626709938022589920 18383662816074513982847198887396197191800626709944008835193 18383662816074513982847198887396197191800626709662530647002 18383662816074513982847198887396197191800626722897867079139 18383662816074513982847198887396197191800626100561438165044 18383662816074513982847198887396197191800655363333316958989 18383662816074513982847198887396197191799279403678304557582 18383662816074513982847198887396197191863978160859057135415 18383662816074513982847198887396197188821789267103843283432 18383662816074513982847198887396197331868018724519804215137 18383662816074513982847198887396190605716396783135336456642 18383662816074513982847198887396506874910020042786978074507 18383662816074513982847198887381635636725496912357011239324 18383662816074513982847198888080893514507477375414283321269 18383662816074513982847198855201211703679265814141359456630 18383662816074513982847200401230953135312059859444917170143 18383662816074513982847127705638120360449378834380916838736 18383662816074513982850545912336016722506820161895702339593 18383662816074513982689819015776810874455829893143553384746 18383662816074513990247330178999305263558565976452109357107 18383662816074513634886925635922682658385173244155384787204 18383662816074530344226070452127053173292570928615401685085 18383662816073744657325990839048124439229426293211845017822 18383662816110688303008604218488630921689168375856262819975 18383662814373567630404567336436753493510090074842323882168 18383662896054413562955706123967426347815311888415569535153 18383659055353708380609551559066358497179350015377200472210 18383839648266751530987323345987776633084243226657968722139 18375348020632917860994402032351285550932985601900914192492 18774631351615337898801828231857945853325710482202298564869 70 18383662816074513982847198887396197191800626709938147249280 18383662816074513982847198887396197191800626709938147249281 18383662816074513982847198887396197191800626709938147249282 18383662816074513982847198887396197191800626709938147249283 18383662816074513982847198887396197191800626709938147249284 18383662816074513982847198887396197191800626709938147249285 18383662816074513982847198887396197191800626709938147249286 18383662816074513982847198887396197191800626709938147249287 18383662816074513982847198887396197191800626709938147249288 18383662816074513982847198887396197191800626709938147249289 18383662816074513982847198887396197191800626709938147249290 18383662816074513982847198887396197191800626709938147249291 18383662816074513982847198887396197191800626709938147249292 18383662816074513982847198887396197191800626709938147249293 
864414979245387191176793357354389006576032849725834036618522 864414979245387191176793357354389006576032849725834036617302 864414979245387191176793357354389006576032849725834036674873 864414979245387191176793357354389006576032849725834033967352 864414979245387191176793357354389006576032849725834161277847 864414979245387191176793357354389006576032849725828175032574 864414979245387191176793357354389006576032849726109653220765 864414979245387191176793357354389006576032849712874316788628 864414979245387191176793357354389006576032850335210745702723 864414979245387191176793357354389006576032821072438866908778 864414979245387191176793357354389006576034197032093879310185 864414979245387191176793357354389006575969498274913126732352 864414979245387191176793357354389006579011687168668340584335 864414979245387191176793357354389006435965457711252379652630 864414979245387191176793357354389013162117079652636847411125 864414979245387191176793357354388696892923456392985205793260 864414979245387191176793357354403568131107979523415172628443 864414979245387191176793357353704310253325999060357900546498 864414979245387191176793357386583992064154210621630824411137 864414979245387191176793355840554250632521416576327266697624 864414979245387191176793428536147083407384097601391267029031 864414979245387191176790010329449187045326656273876481528174 864414979245387191176950737226008392893377646542628630483021 864414979245387191169393226062785898504274910459320074510660 864414979245387191524753630605862521109448303191616799080563 864414979245387174815414485789658150594540905507156782182682 864414979245387960502314565402737079328604050142560338849945 864414979245351016856631952023296572846144308059915921047792 864414979247088137529235988905348450274323386360929859985599 864414979165407291596684850117817777420018164547356614332614 864414983006107996779031004682718845270654126420394983395557 864414802413194953628653232895797427134749233209114215145628 864423294040828787298646154209433918216900490833871269675275 864024010709846367260838728009927257914507765953569885302898 882798642061461705159640556241785203767833476435772183867697 72 864414979245387191176793357354389006576032849725834036618486 864414979245387191176793357354389006576032849725834036618485 864414979245387191176793357354389006576032849725834036618484 864414979245387191176793357354389006576032849725834036618483 864414979245387191176793357354389006576032849725834036618482 864414979245387191176793357354389006576032849725834036618481 864414979245387191176793357354389006576032849725834036618480 864414979245387191176793357354389006576032849725834036618479 864414979245387191176793357354389006576032849725834036618478 864414979245387191176793357354389006576032849725834036618477 864414979245387191176793357354389006576032849725834036618476 864414979245387191176793357354389006576032849725834036618475 864414979245387191176793357354389006576032849725834036618474 
40645504860459387465309159984896911767703941169465396752415879 40645504860459387465309159984896911767703941169465396752417099 40645504860459387465309159984896911767703941169465396752359528 40645504860459387465309159984896911767703941169465396755067049 40645504860459387465309159984896911767703941169465396627756554 40645504860459387465309159984896911767703941169465402614001827 40645504860459387465309159984896911767703941169465121135813636 40645504860459387465309159984896911767703941169478356472245773 40645504860459387465309159984896911767703941168856020043331678 40645504860459387465309159984896911767703941198118791922125623 40645504860459387465309159984896911767703939822159136909724216 40645504860459387465309159984896911767704004520916317662302049 40645504860459387465309159984896911767700962332022562448450066 40645504860459387465309159984896911767844008561479978409381771 40645504860459387465309159984896911761117856939538593941623276 40645504860459387465309159984896912077387050562798245583241141 40645504860459387465309159984896897206148866039667815616405958 40645504860459387465309159984897596464026648020130872888487903 40645504860459387465309159984864716782215819808569599964623264 40645504860459387465309159986410746523647452602614903522336777 40645504860459387465309159913715153690872589921589839522005370 40645504860459387465309163331921851587234647362917354307506227 40645504860459387465309002605025292381386596372648602158551380 40645504860459387465316560116188514875775699108731910714523741 40645504860459387464961199711645438253170525715999613989953838 40645504860459387481670538856461642623685433113684074006851719 40645504860459386695983638776848563694951369969048670450184456 40645504860459423639629321390228004201433829711131314867986609 40645504860457686518956717353345952324005650632830300929048802 40645504860539367364889268492133482996859955854643874174701787 40645504856698666659706922337568581929009319892770835805638844 40645505037291579702857300109355503347145224785982116573888773 40645496545663945869187307188041866856063073528357359519359126 40645895828994928289225114614241373516365466253237660903731503 40627121197643312951326312786009515570512140542755458605166704 41509919839704774656485953342251300774279974019191230789034329 74 40645504860459387465309159984896911767703941169465396752415916 40645504860459387465309159984896911767703941169465396752415917 40645504860459387465309159984896911767703941169465396752415918 40645504860459387465309159984896911767703941169465396752415919 40645504860459387465309159984896911767703941169465396752415920 40645504860459387465309159984896911767703941169465396752415921 40645504860459387465309159984896911767703941169465396752415922 40645504860459387465309159984896911767703941169465396752415923 40645504860459387465309159984896911767703941169465396752415924 40645504860459387465309159984896911767703941169465396752415925 40645504860459387465309159984896911767703941169465396752415926 40645504860459387465309159984896911767703941169465396752415927 
1911185142584910408580707440458268613630030870582248284368819528 1911185142584910408580707440458268613630030870582248284368818308 1911185142584910408580707440458268613630030870582248284368875879 1911185142584910408580707440458268613630030870582248284366168358 1911185142584910408580707440458268613630030870582248284493478853 1911185142584910408580707440458268613630030870582248278507233580 1911185142584910408580707440458268613630030870582248559985421771 1911185142584910408580707440458268613630030870582235324648989634 1911185142584910408580707440458268613630030870582857661077903729 1911185142584910408580707440458268613630030870553594889199109784 1911185142584910408580707440458268613630030871929554544211511191 1911185142584910408580707440458268613630030807230797363458933358 1911185142584910408580707440458268613630033849419691118672785341 1911185142584910408580707440458268613629890803190233702711853636 1911185142584910408580707440458268613636616954812175087179612131 1911185142584910408580707440458268613320347761188915435537994266 1911185142584910408580707440458268628191585945712045865504829449 1911185142584910408580707440458267928933708163731582808232747504 1911185142584910408580707440458300808615518991943144081156612143 1911185142584910408580707440456754778874087359149098777598898630 1911185142584910408580707440529450371706862221830123841599230037 1911185142584910408580707437111243673810500164388796326813729180 1911185142584910408580707597838140233016348215379065078962684027 1911185142584910408580700040326977010521959112642981770406711666 1911185142584910408581055400731520087144564286035714067131281569 1911185142584910408564346061586703882774049378638029607114383688 1911185142584910409350032961666316961702783441782665010671050951 1911185142584910372406387279052937521196300982040582366253248798 1911185142584912109527059883089819573073729161118883380192186605 1911185142584830428681127331951032042400874855897069806946533620 1911185142588671129386309678105596943468725491858942845315596563 1911185142408078216343159300333810022050589586965731564547346634 1911185150899705850176829293255123658541671738223356321601876281 1911184751616374867756791485828924151881369345498476020217503904 1911203526247726483094690287657156009827222671208958222516068703 1910320727605665021389530647100914224623454837732522450332201078 1951830647445369796046016600443165525397734811751713681121235333 76 1911185142584910408580707440458268613630030870582248284368819490 1911185142584910408580707440458268613630030870582248284368819489 1911185142584910408580707440458268613630030870582248284368819488 1911185142584910408580707440458268613630030870582248284368819487 1911185142584910408580707440458268613630030870582248284368819486 1911185142584910408580707440458268613630030870582248284368819485 1911185142584910408580707440458268613630030870582248284368819484 1911185142584910408580707440458268613630030870582248284368819483 1911185142584910408580707440458268613630030870582248284368819482 1911185142584910408580707440458268613630030870582248284368819481 1911185142584910408580707440458268613630030870582248284368819480 
89865500792207929393047381940355407991831209222917760125081660593 89865500792207929393047381940355407991831209222917760125081661813 89865500792207929393047381940355407991831209222917760125081604242 89865500792207929393047381940355407991831209222917760125084311763 89865500792207929393047381940355407991831209222917760124957001268 89865500792207929393047381940355407991831209222917760130943246541 89865500792207929393047381940355407991831209222917759849465058350 89865500792207929393047381940355407991831209222917773084801490487 89865500792207929393047381940355407991831209222917150748372576392 89865500792207929393047381940355407991831209222946413520251370337 89865500792207929393047381940355407991831209221570453865238968930 89865500792207929393047381940355407991831209286269211045991546763 89865500792207929393047381940355407991831206244080317290777694780 89865500792207929393047381940355407991831349290309774706738626485 89865500792207929393047381940355407991824623138687833322270867990 89865500792207929393047381940355407992140892332311092973912485855 89865500792207929393047381940355407977269654147787962543945650672 89865500792207929393047381940355408676527531929768425601217732617 89865500792207929393047381940355375796845721101556864328293867978 89865500792207929393047381940356921826587152734350909631851581491 89865500792207929393047381940284226233754377871669884567851250084 89865500792207929393047381943702432931650739929111212082636750941 89865500792207929393047381782975536372444891878120943330487796094 89865500792207929393047389340486699594939280980857026639043768455 89865500792207929393047033980082156518316675807464294342319198552 89865500792207929393063743319226972722687190714861978802336096433 89865500792207929392278056419147359643758456651717343398779429170 89865500792207929429221702101760739084264939111459426043197231323 89865500792207927692101029497723857032387510932381125029258293516 89865500792208009372946962048862644563060365237602938602503946501 89865500792204168672241779702708079661992514601641065564134883558 89865500792384761585284930080479866583410650506534276844903133487 89865500783893133951451260087558552946919568355276652087848603840 89865501183176464933871297894984752453579870748001532389232976217 89865482408545113318533399093156520595634017422291050186934411418 89866365207187174780238558733712762380837785255767485959118279043 89824855287347470005582072780370511080063505281748294728329244788 91776685934792839801628089380813676605461240093500008409450480045 78 89865500792207929393047381940355407991831209222917760125081660632 89865500792207929393047381940355407991831209222917760125081660633 89865500792207929393047381940355407991831209222917760125081660634 89865500792207929393047381940355407991831209222917760125081660635 89865500792207929393047381940355407991831209222917760125081660636 89865500792207929393047381940355407991831209222917760125081660637 89865500792207929393047381940355407991831209222917760125081660638 89865500792207929393047381940355407991831209222917760125081660639 89865500792207929393047381940355407991831209222917760125081660640 89865500792207929393047381940355407991831209222917760125081660641 
4225549923285640451692053526398345661078477106042164883403459724662 4225549923285640451692053526398345661078477106042164883403459723442 4225549923285640451692053526398345661078477106042164883403459781013 4225549923285640451692053526398345661078477106042164883403457073492 4225549923285640451692053526398345661078477106042164883403584383987 4225549923285640451692053526398345661078477106042164883397598138714 4225549923285640451692053526398345661078477106042164883679076326905 4225549923285640451692053526398345661078477106042164870443739894768 4225549923285640451692053526398345661078477106042165492780168808863 4225549923285640451692053526398345661078477106042136230008290014918 4225549923285640451692053526398345661078477106043512189663302416325 4225549923285640451692053526398345661078477105978813432482549838492 4225549923285640451692053526398345661078477109021002326237763690475 4225549923285640451692053526398345661078476965974772868821802758770 4225549923285640451692053526398345661078483692126394810206270517265 4225549923285640451692053526398345661078167422932771550554628899400 4225549923285640451692053526398345661093038661117294680984595734583 4225549923285640451692053526398345660393780783335314217927323652638 4225549923285640451692053526398345693273462594163525779200247517277 4225549923285640451692053526398344147243721162530731733896689803764 4225549923285640451692053526398416842836553937393412758960690135171 4225549923285640451692053526394998636138657575335971431445904634314 4225549923285640451692053526555725532697863423386961700198053589161 4225549923285640451692053518998214369475369034284225616889497616800 4225549923285640451692053874358618912551991639457618349186222186703 4225549923285640451692037165019474096347621124550220664726205288822 4225549923285640451692822851919553709426549858613365300129761956085 4225549923285640451655879206236940329986043376153623217485344153932 4225549923285640453392999878840977212037920804332701518499283091739 4225549923285640371712153946289838424507247950027479704926037438754 4225549923285644212412859128635992989408315800663441577964406501697 4225549923285463619499815978258221202486897664758548366683638251768 4225549923293955247133649648251142516123388746909805991440692781415 4225549922894671916151229610443716316616728444517081111139308409038 4225549941669303267766567509245544548474674297842791593341606973837 4225549058870661206304862349604988306689470530009315157569423106212 4225590568790500911079518835558330557990244809983334348800212140467 4223638738143055541283472818957887392464847075171582635119090905210 4315415424077848381085100908338701069070308315265082643528541385177 80 4225549923285640451692053526398345661078477106042164883403459724622 4225549923285640451692053526398345661078477106042164883403459724621 4225549923285640451692053526398345661078477106042164883403459724620 4225549923285640451692053526398345661078477106042164883403459724619 4225549923285640451692053526398345661078477106042164883403459724618 4225549923285640451692053526398345661078477106042164883403459724617 4225549923285640451692053526398345661078477106042164883403459724616 4225549923285640451692053526398345661078477106042164883403459724615 4225549923285640451692053526398345661078477106042164883403459724614 
198688840509165441388700736547460959993217844920639637122563067043035 198688840509165441388700736547460959993217844920639637122563067044255 198688840509165441388700736547460959993217844920639637122563066986684 198688840509165441388700736547460959993217844920639637122563069694205 198688840509165441388700736547460959993217844920639637122562942383710 198688840509165441388700736547460959993217844920639637122568928628983 198688840509165441388700736547460959993217844920639637122287450440792 198688840509165441388700736547460959993217844920639637135522786872929 198688840509165441388700736547460959993217844920639636513186357958834 198688840509165441388700736547460959993217844920639665775958236752779 198688840509165441388700736547460959993217844920638289816303224351372 198688840509165441388700736547460959993217844920702988573483976929205 198688840509165441388700736547460959993217844917660799679728763077222 198688840509165441388700736547460959993217845060707029137144724008927 198688840509165441388700736547460959993217838334555407195760256250432 198688840509165441388700736547460959993218154603749030455411897868297 198688840509165441388700736547460959993203283365564507324981931033114 198688840509165441388700736547460959993902541243346487788039203115059 198688840509165441388700736547460959961022859432518276226766279250420 198688840509165441388700736547460961507052600864151070272069836963933 198688840509165441388700736547460888811459768089288389247005836632526 198688840509165441388700736547464307018157664451345830574520622133383 198688840509165441388700736547303580121598458603294840305768473178536 198688840509165441388700736554861091284820952992397576389077029150897 198688840509165441388700736199500686741744330387224183656780304580994 198688840509165441388700752908839831557948700902131581341240321478875 198688840509165441388699967221939751944869772168068436705836764811612 198688840509165441388736910867622365324310278650528178788481182613765 198688840509165441386999790195018328442258401222349100487467243675958 198688840509165441468680636127569467229789074076654322301040489328943 198688840509165437627979930945223312664888006226018360428002120266000 198688840509165618220892974095601084451809424361923253639282888515929 198688840509157126593259140425608163138172933279771996014525833986282 198688840509556409924241560463415589337679593582164720894827218358659 198688840490781778572626222564613761105821647728839010412624919793860 198688841373580420634087927724254317347606851496672486848397103661485 198688799863660580929313271238300975096306077216698467657166314627230 198690751694308026299109317254901418261831474951510219370847435862487 198598975008373233459307689165520604585226013711416719362437985382520 202914390432451081840392790073859305654296322026681802005966526767617 82 198688840509165441388700736547460959993217844920639637122563067043076 198688840509165441388700736547460959993217844920639637122563067043077 198688840509165441388700736547460959993217844920639637122563067043078 198688840509165441388700736547460959993217844920639637122563067043079 198688840509165441388700736547460959993217844920639637122563067043080 198688840509165441388700736547460959993217844920639637122563067043081 198688840509165441388700736547460959993217844920639637122563067043082 198688840509165441388700736547460959993217844920639637122563067043083 
9342513059739321045561452450450324751419787767439447222041267150763428 9342513059739321045561452450450324751419787767439447222041267150762208 9342513059739321045561452450450324751419787767439447222041267150819779 9342513059739321045561452450450324751419787767439447222041267148112258 9342513059739321045561452450450324751419787767439447222041267275422753 9342513059739321045561452450450324751419787767439447222041261289177480 9342513059739321045561452450450324751419787767439447222041542767365671 9342513059739321045561452450450324751419787767439447222028307430933534 9342513059739321045561452450450324751419787767439447222650643859847629 9342513059739321045561452450450324751419787767439447193387871981053684 9342513059739321045561452450450324751419787767439448569347526993455091 9342513059739321045561452450450324751419787767439383870590346240877258 9342513059739321045561452450450324751419787767442426059484101454729241 9342513059739321045561452450450324751419787767299379830026685493797536 9342513059739321045561452450450324751419787774025531451968069961556031 9342513059739321045561452450450324751419787457756337828708418319938166 9342513059739321045561452450450324751419802328994522351838848286773349 9342513059739321045561452450450324751419103071116740371375791014691404 9342513059739321045561452450450324751451982752927568582937063938556043 9342513059739321045561452450450324749905953011495935788891760380842530 9342513059739321045561452450450324822601545844270798469916824381173937 9342513059739321045561452450450321404394847947908741028589309595673080 9342513059739321045561452450450482131291407153756792018858061744627927 9342513059739321045561452450442924620128184659367689282774753188655566 9342513059739321045561452450798285024671261281972862675507049913225469 9342513059739321045561452434088945879855056911457955277822589896327588 9342513059739321045561453219775845959468135840192018422457993452994851 9342513059739321045561416276130163346088695333709558680375349035192698 9342513059739321045563153396802767382970747211137737758676362974130505 9342513059739321045481472550870216244183216538283432536862789728477520 9342513059739321049322173256052562398748117606134068498735828097540463 9342513059739320868729260212902184626961196187998163605524547329290534 9342513059739329360356894046572177548274832679080314863149304383820181 9342513059738930077025911626534370122075326018777922138269002999447804 9342513059757704708377526964433171950307183964631247848751205298012603 9342513058874906066316065259273531394065398760863414372315433114144978 9342513100384825906020839915759484736316699535143388391506663903179233 9342511148554178460651043869742884293151174137408576639792982781943976 9342602925240113253490845497832265106827779598648670139801392232423943 9338287509816035405109760396923926405758709290333405057157863691038846 9541201900248486486950153186997785711413005612360086859163830217806381 84 9342513059739321045561452450450324751419787767439447222041267150763386 9342513059739321045561452450450324751419787767439447222041267150763385 9342513059739321045561452450450324751419787767439447222041267150763384 9342513059739321045561452450450324751419787767439447222041267150763383 9342513059739321045561452450450324751419787767439447222041267150763382 9342513059739321045561452450450324751419787767439447222041267150763381 9342513059739321045561452450450324751419787767439447222041267150763380 
